        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              28111                  1                    1                 0.000000             3.333333             0.039668             3.115918            12.360082      
        0.00               5.016308              28111                  1                    1                 3.333333             6.666667             0.143435             1.618329            23.212429      
        0.00               5.016308              28111                  1                    1                 6.666667            10.000000             0.322838             2.625605            84.764439      
        0.00               5.016308              28111                  1                    1                10.000000            13.333333             0.432764             1.249446            54.071517      
        0.00               5.016308              28111                  1                    1                13.333333            16.666667             0.267088             0.100184             2.675789      
        0.00               5.016308              28111                  1                    1                16.666667            20.000000             0.061254             0.301585             1.847319      
        0.00               5.016308              28111                  1                    1                20.000000            23.333333            -0.000086             0.277054            -0.002369      
        0.00               5.016308              28111                  1                    1                23.333333            26.666667            -0.028891             0.220523            -0.637108      
        0.00               5.016308              28111                  1                    1                26.666667            30.000000             0.051414             0.100405             0.516227      
        0.00               5.016308              28111                  1                    1                30.000000            33.333333             0.010715             0.054703             0.058613      
        0.00               5.016308              28111                  1                    1                33.333333            36.666667            -0.014417             0.018229            -0.026282      
        0.00               5.016308              28111                  1                    1                36.666667            40.000000            -0.009809             0.003163            -0.003102      
        0.10               5.016308              28591                  1                    1                 0.000000             3.400000             0.087856             3.294484            28.944152      
        0.10               5.016308              28591                  1                    1                 3.400000             6.800000             0.217179             1.636985            35.551874      
        0.10               5.016308              28591                  1                    1                 6.800000            10.200000             0.348448             2.428551            84.622346      
        0.10               5.016308              28591                  1                    1                10.200000            13.600000             0.356466             0.183357             6.536061      
        0.10               5.016308              28591                  1                    1                13.600000            17.000000             0.270677             0.129485             3.504854      
        0.10               5.016308              28591                  1                    1                17.000000            20.400000             0.113821             0.178749             2.034547      
        0.10               5.016308              28591                  1                    1                20.400000            23.800000             0.099435             0.211175             2.099821      
        0.10               5.016308              28591                  1                    1                23.800000            27.200000             0.063088             0.156916             0.989953      
        0.10               5.016308              28591                  1                    1                27.200000            30.600000            -0.015326             0.056018            -0.085854      
        0.10               5.016308              28591                  1                    1                30.600000            34.000000            -0.201262             0.004493            -0.090417      
        0.20               5.016308              29113                  1                    1                 0.000000             3.272727             0.057407             3.099290            17.792100      
        0.20               5.016308              29113                  1                    1                 3.272727             6.545455             0.201188             1.781941            35.850549      
        0.20               5.016308              29113                  1                    1                 6.545455             9.818182             0.364497             2.094058            76.327744      
        0.20               5.016308              29113                  1                    1                 9.818182            13.090909             0.378827             0.446140            16.900984      
        0.20               5.016308              29113                  1                    1                13.090909            16.363636             0.317301             0.132544             4.205641      
        0.20               5.016308              29113                  1                    1                16.363636            19.636364             0.219335             0.158219             3.470307      
        0.20               5.016308              29113                  1                    1                19.636364            22.909091             0.216460             0.146653             3.174449      
        0.20               5.016308              29113                  1                    1                22.909091            26.181818             0.121713             0.135565             1.649998      
        0.20               5.016308              29113                  1                    1                26.181818            29.454545             0.162704             0.075696             1.231601      
        0.20               5.016308              29113                  1                    1                29.454545            32.727273             0.138459             0.025012             0.346318      
        0.20               5.016308              29113                  1                    1                32.727273            36.000000            -0.092197             0.004378            -0.040365      
        0.30               5.016308              29579                  1                    1                 0.000000             3.363636             0.047126             3.159136            14.887711      
        0.30               5.016308              29579                  1                    1                 3.363636             6.727273             0.157419             1.542684            24.284844      
        0.30               5.016308              29579                  1                    1                 6.727273            10.090909             0.283397             2.534211            71.818857      
        0.30               5.016308              29579                  1                    1                10.090909            13.454545             0.324753             0.629178            20.432731      
        0.30               5.016308              29579                  1                    1                13.454545            16.818182             0.326618             0.054403             1.776909      
        0.30               5.016308              29579                  1                    1                16.818182            20.181818             0.154186             0.115668             1.783439      
        0.30               5.016308              29579                  1                    1                20.181818            23.545455             0.185625             0.179904             3.339475      
        0.30               5.016308              29579                  1                    1                23.545455            26.909091             0.124999             0.171763             2.147027      
        0.30               5.016308              29579                  1                    1                26.909091            30.272727             0.160406             0.102396             1.642481      
        0.30               5.016308              29579                  1                    1                30.272727            33.636364             0.205341             0.038913             0.799036      
        0.30               5.016308              29579                  1                    1                33.636364            37.000000             0.079590             0.015987             0.127239      
        0.40               5.016308              29935                  3                    3                 0.000000             3.187500             0.024566             2.583634             6.346947      
        0.40               5.016308              29935                  3                    3                 3.187500             6.375000             0.091818             2.198896            20.189840      
        0.40               5.016308              29935                  3                    3                 6.375000             9.562500             0.226487             2.052557            46.487706      
        0.40               5.016308              29935                  3                    3                 9.562500            12.750000             0.300050             1.739883            52.205169      
        0.40               5.016308              29935                  3                    3                12.750000            15.937500             0.341813             0.220650             7.542101      
        0.40               5.016308              29935                  3                    3                15.937500            19.125000             0.217812             0.066041             1.438447      
        0.40               5.016308              29935                  3                    3                19.125000            22.312500             0.216953             0.098086             2.127999      
        0.40               5.016308              29935                  3                    3                22.312500            25.500000             0.112783             0.149577             1.686982      
        0.40               5.016308              29935                  3                    3                25.500000            28.687500             0.102689             0.138305             1.420230      
        0.40               5.016308              29935                  3                    3                28.687500            31.875000             0.170865             0.098108             1.676328      
        0.40               5.016308              29935                  3                    3                31.875000            35.062500             0.101534             0.059468             0.603799      
        0.40               5.016308              29935                  3                    3                35.062500            38.250000             0.215207             0.051801             1.114798      
        0.40               5.016308              29935                  3                    3                38.250000            41.437500             0.064431             0.046293             0.298271      
        0.40               5.016308              29935                  3                    3                41.437500            44.625000             0.136935             0.023643             0.323754      
        0.40               5.016308              29935                  3                    3                44.625000            47.812500             0.046882             0.010304             0.048309      
        0.40               5.016308              29935                  3                    3                47.812500            51.000000             0.220983             0.003200             0.070719      
        0.50               5.016308              30390                  2                    2                 0.000000             3.214286             0.035687             2.775648             9.905404      
        0.50               5.016308              30390                  2                    2                 3.214286             6.428571             0.097640             1.920853            18.755211      
        0.50               5.016308              30390                  2                    2                 6.428571             9.642857             0.177001             2.023433            35.814934      
        0.50               5.016308              30390                  2                    2                 9.642857            12.857143             0.277453             1.880761            52.182198      
        0.50               5.016308              30390                  2                    2                12.857143            16.071429             0.310111             0.214197             6.642485      
        0.50               5.016308              30390                  2                    2                16.071429            19.285714             0.326313             0.168685             5.504413      
        0.50               5.016308              30390                  2                    2                19.285714            22.500000             0.122529             0.083018             1.017215      
        0.50               5.016308              30390                  2                    2                22.500000            25.714286             0.135154             0.129793             1.754203      
        0.50               5.016308              30390                  2                    2                25.714286            28.928571             0.147217             0.150871             2.221067      
        0.50               5.016308              30390                  2                    2                28.928571            32.142857             0.145554             0.117532             1.710735      
        0.50               5.016308              30390                  2                    2                32.142857            35.357143             0.128669             0.072953             0.938678      
        0.50               5.016308              30390                  2                    2                35.357143            38.571429             0.081422             0.077174             0.628370      
        0.50               5.016308              30390                  2                    2                38.571429            41.785714             0.119317             0.038288             0.456841      
        0.50               5.016308              30390                  2                    2                41.785714            45.000000             0.171215             0.013930             0.238501      
        0.60               5.016308              30685                  1                    1                 0.000000             3.133333             0.020977             2.622672             5.501622      
        0.60               5.016308              30685                  1                    1                 3.133333             6.266667             0.097462             2.203955            21.480179      
        0.60               5.016308              30685                  1                    1                 6.266667             9.400000             0.223265             2.273120            50.750866      
        0.60               5.016308              30685                  1                    1                 9.400000            12.533333             0.281714             1.168331            32.913559      
        0.60               5.016308              30685                  1                    1                12.533333            15.666667             0.278300             0.369688            10.288421      
        0.60               5.016308              30685                  1                    1                15.666667            18.800000             0.139459             0.104274             1.454190      
        0.60               5.016308              30685                  1                    1                18.800000            21.933333             0.163869             0.132216             2.166604      
        0.60               5.016308              30685                  1                    1                21.933333            25.066667             0.107667             0.138128             1.487186      
        0.60               5.016308              30685                  1                    1                25.066667            28.200000             0.153993             0.125094             1.926365      
        0.60               5.016308              30685                  1                    1                28.200000            31.333333             0.110892             0.083420             0.925061      
        0.60               5.016308              30685                  1                    1                31.333333            34.466667             0.178324             0.063241             1.127731      
        0.60               5.016308              30685                  1                    1                34.466667            37.600000             0.227906             0.041520             0.946257      
        0.60               5.016308              30685                  1                    1                37.600000            40.733333             0.140453             0.025372             0.356357      
        0.60               5.016308              30685                  1                    1                40.733333            43.866667            -0.056616             0.008310            -0.047050      
        0.60               5.016308              30685                  1                    1                43.866667            47.000000            -0.182453             0.005363            -0.097858      
        0.60               5.016308              30685                  1                    2                 0.000000             3.750000             0.052911             1.141592             6.040266      
        0.60               5.016308              30685                  1                    2                 3.750000             7.500000             0.007086             1.018651             0.721838      
        0.60               5.016308              30685                  1                    2                 7.500000            11.250000            -0.026582             0.523376            -1.391260      
        0.60               5.016308              30685                  1                    2                11.250000            15.000000             0.216418             0.045162             0.977386      
        0.70               5.016308              31013                  2                    2                 0.000000             3.285714             0.061109             3.154384            19.276061      
        0.70               5.016308              31013                  2                    2                 3.285714             6.571429             0.114664             1.613112            18.496588      
        0.70               5.016308              31013                  2                    2                 6.571429             9.857143             0.229034             1.869980            42.828817      
        0.70               5.016308              31013                  2                    2                 9.857143            13.142857             0.296170             0.977958            28.964215      
        0.70               5.016308              31013                  2                    2                13.142857            16.428571             0.147037             0.141365             2.078587      
        0.70               5.016308              31013                  2                    2                16.428571            19.714286             0.040479             0.143211             0.579702      
        0.70               5.016308              31013                  2                    2                19.714286            23.000000             0.122808             0.127779             1.569228      
        0.70               5.016308              31013                  2                    2                23.000000            26.285714             0.104332             0.111043             1.158535      
        0.70               5.016308              31013                  2                    2                26.285714            29.571429             0.188020             0.086240             1.621485      
        0.70               5.016308              31013                  2                    2                29.571429            32.857143             0.173830             0.051481             0.894887      
        0.70               5.016308              31013                  2                    2                32.857143            36.142857             0.175794             0.031476             0.553334      
        0.70               5.016308              31013                  2                    2                36.142857            39.428571             0.189811             0.009192             0.174472      
        0.70               5.016308              31013                  2                    2                39.428571            42.714286             0.319638             0.005899             0.188566      
        0.70               5.016308              31013                  2                    2                42.714286            46.000000             0.162461             0.002488             0.040423      
        0.80               5.016308              31258                  2                    2                 0.000000             3.200000             0.035408             2.914312            10.319059      
        0.80               5.016308              31258                  2                    2                 3.200000             6.400000             0.104201             1.991066            20.747098      
        0.80               5.016308              31258                  2                    2                 6.400000             9.600000             0.204460             2.242970            45.859749      
        0.80               5.016308              31258                  2                    2                 9.600000            12.800000             0.251565             1.269336            31.932097      
        0.80               5.016308              31258                  2                    2                12.800000            16.000000             0.266541             0.190477             5.077011      
        0.80               5.016308              31258                  2                    2                16.000000            19.200000             0.144374             0.129193             1.865214      
        0.80               5.016308              31258                  2                    2                19.200000            22.400000             0.061592             0.152290             0.937988      
        0.80               5.016308              31258                  2                    2                22.400000            25.600000             0.022918             0.119477             0.273815      
        0.80               5.016308              31258                  2                    2                25.600000            28.800000             0.127802             0.102591             1.311132      
        0.80               5.016308              31258                  2                    2                28.800000            32.000000             0.173209             0.086230             1.493578      
        0.80               5.016308              31258                  2                    2                32.000000            35.200000             0.170271             0.038287             0.651919      
        0.80               5.016308              31258                  2                    2                35.200000            38.400000             0.110548             0.032426             0.358461      
        0.80               5.016308              31258                  2                    2                38.400000            41.600000             0.148728             0.023524             0.349866      
        0.80               5.016308              31258                  2                    2                41.600000            44.800000            -0.102610             0.011160            -0.114511      
        0.80               5.016308              31258                  2                    2                44.800000            48.000000            -0.117036             0.003593            -0.042049      
        0.80               5.016308              31258                  2                    5                 0.000000             3.400000            -0.262984             1.312112            -34.506424     
        0.80               5.016308              31258                  2                    5                 3.400000             6.800000             0.033777             0.283005             0.955913      
        0.80               5.016308              31258                  2                    5                 6.800000            10.200000             0.058682             0.334460             1.962694      
        0.80               5.016308              31258                  2                    5                10.200000            13.600000            -0.048787             0.187445            -0.914488      
        0.80               5.016308              31258                  2                    5                13.600000            17.000000             0.066044             0.091476             0.604146      
        0.90               5.016308              31402                  1                    1                 0.000000             3.214286             0.068245             2.998681            20.464381      
        0.90               5.016308              31402                  1                    1                 3.214286             6.428571             0.119289             1.905021            22.724900      
        0.90               5.016308              31402                  1                    1                 6.428571             9.642857             0.208659             2.191638            45.730519      
        0.90               5.016308              31402                  1                    1                 9.642857            12.857143             0.310331             0.981085            30.446151      
