        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              39989                  1                    1                 0.000000             3.153846             0.148329             3.729554            135.622613     
        0.00               5.016308              39989                  1                    1                 3.153846             6.307692             0.534242             2.289331            306.991936     
        0.00               5.016308              39989                  1                    1                 6.307692             9.461538             0.653449             3.525895            577.808905     
        0.00               5.016308              39989                  1                    1                 9.461538            12.615385             0.906525             3.741311            849.206511     
        0.00               5.016308              39989                  1                    1                12.615385            15.769231             0.973252             1.268891            308.814656     
        0.00               5.016308              39989                  1                    1                15.769231            18.923077             0.963038             0.363941            87.622219      
        0.00               5.016308              39989                  1                    1                18.923077            22.076923             0.944419             0.069750            16.468385      
        0.00               5.016308              39989                  1                    1                22.076923            25.230769             0.740051             0.159905            29.584400      
        0.00               5.016308              39989                  1                    1                25.230769            28.384615             0.637647             0.310266            49.460109      
        0.00               5.016308              39989                  1                    1                28.384615            31.538462             0.158553             0.182062             7.216619      
        0.00               5.016308              39989                  1                    1                31.538462            34.692308            -0.040189             0.097627            -0.980888      
        0.00               5.016308              39989                  1                    1                34.692308            37.846154             0.037459             0.034614             0.324153      
        0.00               5.016308              39989                  1                    1                37.846154            41.000000             0.142530             0.020479             0.729720      
        0.10               5.016308              40305                  1                    1                 0.000000             3.333333             0.166875             4.454717            182.773539     
        0.10               5.016308              40305                  1                    1                 3.333333             6.666667             0.439663             2.621440            290.821494     
        0.10               5.016308              40305                  1                    1                 6.666667            10.000000             0.600374             3.888393            583.383727     
        0.10               5.016308              40305                  1                    1                10.000000            13.333333             0.709898             4.426891            786.213344     
        0.10               5.016308              40305                  1                    1                13.333333            16.666667             0.710342             0.177864            31.586153      
        0.10               5.016308              40305                  1                    1                16.666667            20.000000             0.757296             0.094252            17.844189      
        0.10               5.016308              40305                  1                    1                20.000000            23.333333             0.647702             0.136012            22.023776      
        0.10               5.016308              40305                  1                    1                23.333333            26.666667             0.627500             0.138614            21.745070      
        0.10               5.016308              40305                  1                    1                26.666667            30.000000             0.560309             0.083855            11.746251      
        0.10               5.016308              40305                  1                    1                30.000000            33.333333             0.443101             0.053896             5.970386      
        0.10               5.016308              40305                  1                    1                33.333333            36.666667             0.589346             0.030137             4.440258      
        0.10               5.016308              40305                  1                    1                36.666667            40.000000             0.339708             0.006190             0.525736      
        0.20               5.016308              40932                  1                    1                 0.000000             3.142857             0.135901             4.074269            138.573697     
        0.20               5.016308              40932                  1                    1                 3.142857             6.285714             0.310383             3.294690            256.123396     
        0.20               5.016308              40932                  1                    1                 6.285714             9.428571             0.454895             3.822772            435.442395     
        0.20               5.016308              40932                  1                    1                 9.428571            12.571429             0.520868             4.030503            525.259443     
        0.20               5.016308              40932                  1                    1                12.571429            15.714286             0.526477             1.486884            195.702582     
        0.20               5.016308              40932                  1                    1                15.714286            18.857143             0.453572             0.005146             0.583511      
        0.20               5.016308              40932                  1                    1                18.857143            22.000000             0.570826             0.034391             4.907883      
        0.20               5.016308              40932                  1                    1                22.000000            25.142857             0.461079             0.106933            12.326205      
        0.20               5.016308              40932                  1                    1                25.142857            28.285714             0.368273             0.143044            13.169819      
        0.20               5.016308              40932                  1                    1                28.285714            31.428571             0.382381             0.107605            10.286545      
        0.20               5.016308              40932                  1                    1                31.428571            34.571429             0.370199             0.068641             6.352753      
        0.20               5.016308              40932                  1                    1                34.571429            37.714286             0.309651             0.025041             1.938503      
        0.20               5.016308              40932                  1                    1                37.714286            40.857143             0.384545             0.008211             0.789374      
        0.20               5.016308              40932                  1                    1                40.857143            44.000000             0.451771             0.003265             0.368736      
        0.30               5.016308              41597                  1                    1                 0.000000             3.214286             0.118350             3.997317            115.151829     
        0.30               5.016308              41597                  1                    1                 3.214286             6.428571             0.256809             3.145604            204.110557     
        0.30               5.016308              41597                  1                    1                 6.428571             9.642857             0.393566             3.807951            374.270970     
        0.30               5.016308              41597                  1                    1                 9.642857            12.857143             0.411129             4.877227            501.239394     
        0.30               5.016308              41597                  1                    1                12.857143            16.071429             0.417072             0.604296            63.008806      
        0.30               5.016308              41597                  1                    1                16.071429            19.285714             0.776735             0.001252             0.243039      
        0.30               5.016308              41597                  1                    1                19.285714            22.500000             0.545423             0.080749            11.010603      
        0.30               5.016308              41597                  1                    1                22.500000            25.714286             0.455175             0.147790            16.817550      
        0.30               5.016308              41597                  1                    1                25.714286            28.928571             0.279510             0.152231            10.637540      
        0.30               5.016308              41597                  1                    1                28.928571            32.142857             0.281177             0.097176             6.830895      
        0.30               5.016308              41597                  1                    1                32.142857            35.357143             0.230805             0.065570             3.783488      
        0.30               5.016308              41597                  1                    1                35.357143            38.571429             0.215605             0.020576             1.109059      
        0.30               5.016308              41597                  1                    1                38.571429            41.785714             0.352550             0.013238             1.166769      
        0.30               5.016308              41597                  1                    1                41.785714            45.000000             0.155563             0.006396             0.248730      
        0.40               5.016308              42136                  1                    1                 0.000000             3.333333             0.155848             4.336293            166.918729     
        0.40               5.016308              42136                  1                    1                 3.333333             6.666667             0.257617             2.589028            168.817748     
        0.40               5.016308              42136                  1                    1                 6.666667            10.000000             0.349316             3.667769            320.592813     
        0.40               5.016308              42136                  1                    1                10.000000            13.333333             0.316312             3.669383            290.167399     
        0.40               5.016308              42136                  1                    1                13.333333            16.666667             0.347724             0.102319             8.894699      
        0.40               5.016308              42136                  1                    1                16.666667            20.000000             0.371924             0.058060             5.398509      
        0.40               5.016308              42136                  1                    1                20.000000            23.333333             0.435184             0.152943            16.639614      
        0.40               5.016308              42136                  1                    1                23.333333            26.666667             0.317578             0.192534            15.286154      
        0.40               5.016308              42136                  1                    1                26.666667            30.000000             0.184170             0.142867             6.577957      
        0.40               5.016308              42136                  1                    1                30.000000            33.333333             0.076961             0.053120             1.022039      
        0.40               5.016308              42136                  1                    1                33.333333            36.666667             0.023716             0.024412             0.144741      
        0.40               5.016308              42136                  1                    1                36.666667            40.000000             0.104050             0.006340             0.164923      
        0.50               5.016308              42612                  1                    1                 0.000000             3.230769             0.153440             4.122288            154.374268     
        0.50               5.016308              42612                  1                    1                 3.230769             6.461538             0.212766             2.671563            144.274924     
        0.50               5.016308              42612                  1                    1                 6.461538             9.692308             0.310473             3.579927            277.920826     
        0.50               5.016308              42612                  1                    1                 9.692308            12.923077             0.254655             3.662593            233.174108     
        0.50               5.016308              42612                  1                    1                12.923077            16.153846             0.233423             0.220573            12.871676      
        0.50               5.016308              42612                  1                    1                16.153846            19.384615             0.363930             0.051998             4.730875      
        0.50               5.016308              42612                  1                    1                19.384615            22.615385             0.262673             0.115036             7.554210      
        0.50               5.016308              42612                  1                    1                22.615385            25.846154             0.302088             0.164104            12.393464      
        0.50               5.016308              42612                  1                    1                25.846154            29.076923             0.165532             0.133651             5.530876      
        0.50               5.016308              42612                  1                    1                29.076923            32.307692             0.112712             0.076755             2.162801      
        0.50               5.016308              42612                  1                    1                32.307692            35.538462             0.072661             0.024712             0.448896      
        0.50               5.016308              42612                  1                    1                35.538462            38.769231             0.109012             0.012182             0.332008      
        0.50               5.016308              42612                  1                    1                38.769231            42.000000            -0.571862             0.003629            -0.518775      
        0.60               5.016308              42922                  1                    1                 0.000000             3.250000             0.131064             3.656976            122.167014     
        0.60               5.016308              42922                  1                    1                 3.250000             6.500000             0.217839             2.613886            141.421635     
        0.60               5.016308              42922                  1                    1                 6.500000             9.750000             0.270128             3.308537            223.557478     
        0.60               5.016308              42922                  1                    1                 9.750000            13.000000             0.248708             2.322760            144.422394     
        0.60               5.016308              42922                  1                    1                13.000000            16.250000             0.383920             0.172999            16.604408      
        0.60               5.016308              42922                  1                    1                16.250000            19.500000             0.341560             0.170627            14.569789      
        0.60               5.016308              42922                  1                    1                19.500000            22.750000             0.232814             0.156327             9.098748      
        0.60               5.016308              42922                  1                    1                22.750000            26.000000             0.194112             0.115666             5.613064      
        0.60               5.016308              42922                  1                    1                26.000000            29.250000             0.173559             0.065606             2.846626      
        0.60               5.016308              42922                  1                    1                29.250000            32.500000             0.254988             0.024600             1.568179      
        0.60               5.016308              42922                  1                    1                32.500000            35.750000             0.282329             0.005034             0.355313      
        0.60               5.016308              42922                  1                    1                35.750000            39.000000             0.112498             0.004875             0.137106      
        0.60               5.016308              42922                  1                    1                39.000000            42.250000             0.171856             0.004296             0.184573      
        0.60               5.016308              42922                  1                    1                42.250000            45.500000             0.083402             0.003335             0.069529      
        0.60               5.016308              42922                  1                    1                45.500000            48.750000             0.007573             0.005262             0.009963      
        0.60               5.016308              42922                  1                    1                48.750000            52.000000             0.203325             0.001967             0.099995      
        0.70               5.016308              43094                  1                    1                 0.000000             3.166667             0.138477             3.497421            121.204490     
        0.70               5.016308              43094                  1                    1                 3.166667             6.333333             0.216256             2.964494            160.122624     
        0.70               5.016308              43094                  1                    1                 6.333333             9.500000             0.243832             3.349810            204.056131     
        0.70               5.016308              43094                  1                    1                 9.500000            12.666667             0.246232             0.987327            60.777830      
        0.70               5.016308              43094                  1                    1                12.666667            15.833333             0.367862             0.101246             9.311170      
        0.70               5.016308              43094                  1                    1                15.833333            19.000000             0.299313             0.186857            13.982172      
        0.70               5.016308              43094                  1                    1                19.000000            22.166667             0.272098             0.183741            12.498891      
        0.70               5.016308              43094                  1                    1                22.166667            25.333333             0.166313             0.106856             4.442890      
        0.70               5.016308              43094                  1                    1                25.333333            28.500000             0.047600             0.038190             0.454465      
        0.70               5.016308              43094                  1                    1                28.500000            31.666667             0.246552             0.009992             0.615873      
        0.70               5.016308              43094                  1                    1                31.666667            34.833333             0.235669             0.003943             0.232297      
        0.70               5.016308              43094                  1                    1                34.833333            38.000000             0.597636             0.001692             0.252861      
        0.70               5.016308              43094                  1                    1                38.000000            41.166667             0.236581             0.004091             0.241969      
        0.70               5.016308              43094                  1                    1                41.166667            44.333333             0.210769             0.006732             0.354735      
