        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              38535                  1                    1                 0.000000             3.285714             0.202965             3.348460            219.893955     
        0.00               5.016308              38535                  1                    1                 3.285714             6.571429             0.498773             2.345765            406.157898     
        0.00               5.016308              38535                  1                    1                 6.571429             9.857143             0.646956             3.344702            757.347577     
        0.00               5.016308              38535                  1                    1                 9.857143            13.142857             0.848641             3.880172           1155.141322     
        0.00               5.016308              38535                  1                    1                13.142857            16.428571             0.960252             0.441020            148.221502     
        0.00               5.016308              38535                  1                    1                16.428571            19.714286             0.817338             0.534362            153.149825     
        0.00               5.016308              38535                  1                    1                19.714286            23.000000             0.731029             0.133043            34.040349      
        0.00               5.016308              38535                  1                    1                23.000000            26.285714             0.480805             0.181379            30.522785      
        0.00               5.016308              38535                  1                    1                26.285714            29.571429             0.192400             0.180584            12.160525      
        0.00               5.016308              38535                  1                    1                29.571429            32.857143             0.141640             0.145779             7.226862      
        0.00               5.016308              38535                  1                    1                32.857143            36.142857             0.133632             0.073599             3.442284      
        0.00               5.016308              38535                  1                    1                36.142857            39.428571            -0.001090             0.032797            -0.012513      
        0.00               5.016308              38535                  1                    1                39.428571            42.714286            -0.038267             0.011346            -0.151960      
        0.00               5.016308              38535                  1                    1                42.714286            46.000000            -0.004346             0.003960            -0.006025      
        0.10               5.016308              39072                  1                    1                 0.000000             3.272727             0.157742             5.014651            274.230978     
        0.10               5.016308              39072                  1                    1                 3.272727             6.545455             0.443931             2.576739            397.636782     
        0.10               5.016308              39072                  1                    1                 6.545455             9.818182             0.616768             3.899899            836.275999     
        0.10               5.016308              39072                  1                    1                 9.818182            13.090909             0.704651             3.922060            968.776631     
        0.10               5.016308              39072                  1                    1                13.090909            16.363636             0.629253             0.069666            15.343037      
        0.10               5.016308              39072                  1                    1                16.363636            19.636364             0.769043             0.052592            14.156049      
        0.10               5.016308              39072                  1                    1                19.636364            22.909091             0.630923             0.154231            34.057686      
        0.10               5.016308              39072                  1                    1                22.909091            26.181818             0.524705             0.135549            24.893033      
        0.10               5.016308              39072                  1                    1                26.181818            29.454545             0.347088             0.087715            10.655711      
        0.10               5.016308              39072                  1                    1                29.454545            32.727273             0.485453             0.048955             8.317826      
        0.10               5.016308              39072                  1                    1                32.727273            36.000000             0.605000             0.016706             3.537478      
        0.20               5.016308              40117                  1                    1                 0.000000             3.285714             0.139513             4.666059            208.703080     
        0.20               5.016308              40117                  1                    1                 3.285714             6.571429             0.314888             2.867920            316.172737     
        0.20               5.016308              40117                  1                    1                 6.571429             9.857143             0.480136             3.805464            635.923514     
        0.20               5.016308              40117                  1                    1                 9.857143            13.142857             0.514967             4.476401            805.831224     
        0.20               5.016308              40117                  1                    1                13.142857            16.428571             0.504247             0.302575            53.400417      
        0.20               5.016308              40117                  1                    1                16.428571            19.714286             0.562998             0.058997            11.625388      
        0.20               5.016308              40117                  1                    1                19.714286            23.000000             0.531682             0.142549            26.526721      
        0.20               5.016308              40117                  1                    1                23.000000            26.285714             0.421763             0.161520            23.843063      
        0.20               5.016308              40117                  1                    1                26.285714            29.571429             0.267097             0.116890            10.927326      
        0.20               5.016308              40117                  1                    1                29.571429            32.857143             0.309141             0.065313             7.066872      
        0.20               5.016308              40117                  1                    1                32.857143            36.142857             0.334232             0.035952             4.205712      
        0.20               5.016308              40117                  1                    1                36.142857            39.428571             0.326469             0.012676             1.448379      
        0.20               5.016308              40117                  1                    1                39.428571            42.714286             0.349733             0.005640             0.690433      
        0.20               5.016308              40117                  1                    1                42.714286            46.000000             0.340704             0.003630             0.432878      
        0.30               5.016308              41225                  1                    1                 0.000000             3.250000             0.138820             4.327973            207.816124     
        0.30               5.016308              41225                  1                    1                 3.250000             6.500000             0.335973             3.254242            394.823623     
        0.30               5.016308              41225                  1                    1                 6.500000             9.750000             0.423179             3.875427            571.771498     
        0.30               5.016308              41225                  1                    1                 9.750000            13.000000             0.414657             4.090226            593.614735     
        0.30               5.016308              41225                  1                    1                13.000000            16.250000             0.830717             0.003257             0.947032      
        0.30               5.016308              41225                  1                    1                16.250000            19.500000             0.632914             0.067771            15.012710      
        0.30               5.016308              41225                  1                    1                19.500000            22.750000             0.487893             0.164721            28.128112      
        0.30               5.016308              41225                  1                    1                22.750000            26.000000             0.442213             0.178356            27.604906      
        0.30               5.016308              41225                  1                    1                26.000000            29.250000             0.269620             0.139481            13.162421      
        0.30               5.016308              41225                  1                    1                29.250000            32.500000             0.330377             0.064160             7.418970      
        0.30               5.016308              41225                  1                    1                32.500000            35.750000             0.362343             0.022281             2.825678      
        0.30               5.016308              41225                  1                    1                35.750000            39.000000            -0.020756             0.004394            -0.031923      
        0.40               5.016308              42180                  1                    1                 0.000000             3.166667             0.145178             4.302690            199.983819     
        0.40               5.016308              42180                  1                    1                 3.166667             6.333333             0.245975             3.221510            282.436169     
        0.40               5.016308              42180                  1                    1                 6.333333             9.500000             0.354165             4.143504            517.020490     
        0.40               5.016308              42180                  1                    1                 9.500000            12.666667             0.332990             4.422498            515.426116     
        0.40               5.016308              42180                  1                    1                12.666667            15.833333             0.271487             0.411021            39.055400      
        0.40               5.016308              42180                  1                    1                15.833333            19.000000             0.444818             0.027073             4.214857      
        0.40               5.016308              42180                  1                    1                19.000000            22.166667             0.452515             0.125414            19.863093      
        0.40               5.016308              42180                  1                    1                22.166667            25.333333             0.313674             0.163710            17.973113      
        0.40               5.016308              42180                  1                    1                25.333333            28.500000             0.331059             0.187090            21.678209      
        0.40               5.016308              42180                  1                    1                28.500000            31.666667             0.118235             0.095032             3.932660      
        0.40               5.016308              42180                  1                    1                31.666667            34.833333             0.129570             0.041850             1.897876      
        0.40               5.016308              42180                  1                    1                34.833333            38.000000             0.164228             0.008184             0.470431      
        0.50               5.016308              42780                  2                    2                 0.000000             3.181818             0.160005             3.998608            221.053275     
        0.50               5.016308              42780                  2                    2                 3.181818             6.363636             0.260839             3.383835            312.925146     
        0.50               5.016308              42780                  2                    2                 6.363636             9.545455             0.306853             3.759541            403.769680     
        0.50               5.016308              42780                  2                    2                 9.545455            12.727273             0.283604             3.277458            325.324894     
        0.50               5.016308              42780                  2                    2                12.727273            15.909091             0.345050             0.129937            15.692183      
        0.50               5.016308              42780                  2                    2                15.909091            19.090909             0.460979             0.060984             9.839288      
        0.50               5.016308              42780                  2                    2                19.090909            22.272727             0.419047             0.166766            24.458920      
        0.50               5.016308              42780                  2                    2                22.272727            25.454545             0.272201             0.188011            17.911844      
        0.50               5.016308              42780                  2                    2                25.454545            28.636364             0.206430             0.112386             8.119949      
        0.50               5.016308              42780                  2                    2                28.636364            31.818182             0.094237             0.059814             1.972836      
        0.50               5.016308              42780                  2                    2                31.818182            35.000000            -0.034660             0.008955            -0.108628      
        0.60               5.016308              43316                  2                    2                 0.000000             3.333333             0.147438             4.176425            215.307681     
        0.60               5.016308              43316                  2                    2                 3.333333             6.666667             0.217424             2.573750            200.290395     
        0.60               5.016308              43316                  2                    2                 6.666667            10.000000             0.287440             3.484757            349.591045     
        0.60               5.016308              43316                  2                    2                10.000000            13.333333             0.271764             2.570883            244.535735     
        0.60               5.016308              43316                  2                    2                13.333333            16.666667             0.312282             0.123817            13.533081      
        0.60               5.016308              43316                  2                    2                16.666667            20.000000             0.322754             0.082502             9.319793      
        0.60               5.016308              43316                  2                    2                20.000000            23.333333             0.323928             0.161957            18.361786      
        0.60               5.016308              43316                  2                    2                23.333333            26.666667             0.128263             0.119864             5.380936      
        0.60               5.016308              43316                  2                    2                26.666667            30.000000             0.125615             0.077063             3.388073      
        0.60               5.016308              43316                  2                    2                30.000000            33.333333             0.211129             0.030361             2.243512      
        0.60               5.016308              43316                  2                    2                33.333333            36.666667            -0.200967             0.005860            -0.412152      
        0.60               5.016308              43316                  2                    2                36.666667            40.000000            -0.078088             0.002613            -0.071413      
        0.70               5.016308              43708                  1                    1                 0.000000             3.153846             0.141830             3.454966            170.247172     
        0.70               5.016308              43708                  1                    1                 3.153846             6.307692             0.214284             3.374194            252.860229     
        0.70               5.016308              43708                  1                    1                 6.307692             9.461538             0.274527             3.434436            329.996069     
        0.70               5.016308              43708                  1                    1                 9.461538            12.615385             0.262866             1.701320            156.526601     
        0.70               5.016308              43708                  1                    1                12.615385            15.769231             0.492600             0.103348            17.818285      
        0.70               5.016308              43708                  1                    1                15.769231            18.923077             0.384849             0.126296            17.011759      
        0.70               5.016308              43708                  1                    1                18.923077            22.076923             0.229577             0.141479            11.368135      
        0.70               5.016308              43708                  1                    1                22.076923            25.230769             0.123030             0.109056             4.696031      
        0.70               5.016308              43708                  1                    1                25.230769            28.384615             0.033378             0.058747             0.686300      
        0.70               5.016308              43708                  1                    1                28.384615            31.538462             0.212868             0.033038             2.461443      
        0.70               5.016308              43708                  1                    1                31.538462            34.692308             0.056181             0.017661             0.347270      
