        tauB               sizeBin             clust_size          interface_id       press_align_bub1     press_align_bub2     press_align_bub3     press_align_bub4     press_align_bub5  
        0.00               5.025009              71415                  1                603.976872            0.000000             0.000000             0.000000             0.000000      
        0.10               5.025009              72230                  2                618.315613            0.000000             0.000000             0.000000             0.000000      
        0.20               5.025009              72935                  1                591.639219            0.000000             0.000000             0.000000             0.000000      
        0.30               5.025009              73581                  1                577.103716            0.000000             0.000000             0.000000             0.000000      
        0.40               5.025009              74118                  1                516.116751            0.000000             0.000000             0.000000             0.000000      
        0.50               5.025009              74381                  1                501.495124            0.000000             0.000000             0.000000             0.000000      
        0.60               5.025009              74537                  5                496.352219           -31.427449           44.570941            -40.966011            1.347804      
        0.70               5.025009              74651                  7                486.469487           25.040950           -107.882612           -28.004818              nan         
        0.80               5.025009              74768                  7               1321.406512          -170.483585          -301.977340           71.591427               nan         
        0.90               5.025009              75035                  2                537.990230          -197.869800           -1.029153            -18.143438            0.000000      
        1.00               5.025009              75064                  3                515.601573          -487.390455            0.759507            -38.976067              nan         
        1.10               5.025009              75136                  2                529.565218          -241.524647            0.000000             0.000000             0.000000      
